rank,sitc4,product,value,delta,year
54,9701,"Paintings, drawings and pastels done by hand",4.09935,-49,2009
55,8515,Electric laser or other light or photon beam,4.08671,-34,2009
56,8512,Electrical lighting or signaling equipment used for motor vehicles,4.05409,79,2009
57,8421,Centrifuges,4.04932,21,2009
58,3908,Polyamides in primary forms,4.04317,8,2009
59,8481,Appliances for thermostatically controlled valves,4.03342,9,2009
60,9021,"Orthopedic appliances, including crutches; splints and other fracture appliances; artificial parts of the body; hearing aids",4.01875,-7,2009
61,2850,"Hydrides, nitrides, azides, silicides and borides",3.97743,54,2009
62,6909,"Ceramic wares for laboratory uses; ceramic troughs used in agriculture; ceramic pots, jars and similar articles for packing of goods",3.96983,-1,2009
63,9013,Liquid crystal devices,3.95616,42,2009
64,8456,Machines for the removal of material by laser or other optic means,3.94477,-52,2009
65,8514,Industrial or laboratory electric furnaces,3.92596,20,2009
66,6903,Other refractory ceramic goods,3.91751,4,2009
67,9105,Other clocks,3.90002,-5,2009
68,2935,Sulfonamides,3.89773,51,2009
69,6806,"Slag wool, rock wool and similar mineral wools",3.88486,54,2009
70,8458,Lathes for removing metal,3.86728,-34,2009
71,7002,Glass balls,3.86307,31,2009
72,4002,Synthetic rubber,3.8374,16,2009
73,7219,Flat-rolled products of stainless steel of a width > 600 mm,3.81711,-9,2009
74,2925,Carboxyimide-function compounds,3.80765,-7,2009
75,8401,Nuclear reactors and related equipment,3.80757,17,2009
76,2812,Halides and halide oxides of nonmetals,3.80022,88,2009
77,7222,Other bars and rods of stainless steel,3.78411,136,2009
78,5911,"Textile fabric for card clothing, technical use",3.76251,55,2009
79,7318,"Screws, bolts, nuts and similar articles of iron or steel",3.76074,-33,2009
80,8428,"Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics)",3.74297,-8,2009
81,8407,Spark-ignition reciprocating or rotary internal combustion piston engines,3.73665,73,2009
82,9011,Compound optical microscopes,3.72264,-11,2009
83,8601,Rail locomotives powered from electricity,3.71144,372,2009
84,2911,Acetals and hemiacetals,3.70937,100,2009
85,8466,Parts and accessories for metal working machines,3.70876,-8,2009
86,3702,Photographic film in rolls,3.70654,43,2009
87,8113,Cermets,3.70304,98,2009
88,8411,"Turbojets, turbo propellers and other gas turbines",3.69767,-14,2009
89,3601,Propellant powders,3.67583,71,2009
90,2923,Quaternary ammonium salts and hydroxides,3.66216,116,2009
91,2921,Amine-function compounds,3.65635,-46,2009
92,8708,Parts and accessories of the motor vehicles,3.64292,32,2009
93,9031,"Measuring or checking instruments, appliances and machines",3.64106,80,2009
94,8440,Bookbinding machinery,3.63425,40,2009
95,3215,Ink,3.63334,12,2009
96,8608,Railway or tramway track fixtures and fittings; safety equipment,3.62618,56,2009
97,2930,Organo-sulfur compounds,3.62552,120,2009
98,3807,"Wood tar, oils, creosote, naphtha; vegetable pitch",3.62215,322,2009
99,9205,Wind musical instruments,3.60568,-26,2009
100,2937,Hormones,3.59205,-66,2009
101,7015,Clock or watch glasses,3.59196,40,2009
102,3006,Pharmaceutical goods,3.58346,-33,2009
103,8485,Ships or boats propellers and blades,3.57013,53,2009
104,8701,Tractors,3.536,198,2009
105,7504,Nickel powders and flakes,3.53579,344,2009
106,8462,"Machine tools for working metal by forging; machine tools for working metal by bending, folding, straightening  or flattening",3.53243,63,2009
107,8510,"Shavers, hair clippers and hair-removing appliances",3.51995,59,2009
108,9032,Automatic regulating or controlling instruments and apparatus,3.51506,9,2009
109,4806,"Vegetable parchment, greaseproof papers",3.51182,-70,2009
110,8484,Gaskets and similar joints of metal sheeting,3.50813,-78,2009
111,7226,Flat-rolled products of other alloy steel of a width < 600 mm,3.50808,-29,2009
112,7107,Silver clad metals,3.50606,15,2009
113,2915,Saturated acyclic monocarboxylic acids,3.50564,24,2009
114,4811,"Paper, paperboard, cellulose wadding and webs of cellulose fibers",3.49308,-13,2009
115,9402,"Medical, surgical, dental or veterinary furniture",3.4713,219,2009
116,5905,Textile wall coverings,3.4683,78,2009
117,6805,Natural or artificial abrasive powder or grain,3.45409,61,2009
118,8414,Air or vacuum pumps; ventilating or recycling hoods,3.43856,-7,2009
119,3820,Antifreezing preparations and deicing fluids,3.42352,153,2009
120,9201,Pianos,3.4194,-21,2009
121,3812,Prepared rubber accelerators,3.40217,155,2009
122,4904,"Music, printed or in manuscript",3.37555,-42,2009
123,2920,Esters of other inorganic acids of nonmetals,3.36979,-37,2009
124,3918,Floor coverings of plastics,3.36685,-2,2009
125,5906,Rubberized textile fabrics,3.35696,14,2009
126,1501,"Lard, poultry fat, rendered",3.33355,65,2009
127,2933,Heterocyclic compounds with nitrogen hetero-atom(s) only,3.3282,66,2009
128,8604,Railway or tramway maintenance or service vehicles,3.31412,61,2009
129,9108,"Watch movements, complete and assembled",3.30536,-73,2009
130,7014,Signaling glassware,3.30361,-43,2009
131,7008,Multiple-walled insulating glass,3.30251,130,2009
132,3206,Other coloring matter,3.29325,48,2009
133,3004,"Medicaments, packaged",3.29023,43,2009
134,3815,"Reaction initiators, reaction accelerators and catalytic products",3.28325,-45,2009
135,7221,"Bars and rods, stainless steel, hot-rolled",3.25494,-42,2009
136,8409,Parts suitable for use with spark-ignition engines,3.24286,6,2009
137,9017,Drafting tables and machines,3.24021,18,2009
138,7223,Wire of stainless steel,3.23999,80,2009
139,5910,Textile for transmission or conveyor belts,3.23643,-26,2009
140,8539,Electrical filament,3.23506,111,2009
141,8605,Railway passenger coaches,3.21323,255,2009
142,8482,Ball or roller bearings,3.21004,17,2009
143,4810,"Paper and paperboard, coated on one or both sides with kaolin",3.20884,3,2009
144,7320,Springs of iron or steel,3.20325,35,2009
145,5502,Artificial filament tow,3.19413,-45,2009
146,8530,"Electric signal, safety & traffic controls, railways, waterways, parking or airfields",3.18805,-49,2009
147,3911,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulfides, polysulfones",3.18802,90,2009
148,8480,Molding boxes for metal foundry,3.18353,-22,2009
149,3212,"Pigments, nonaqueous",3.18164,142,2009
150,9008,"Image projectors, other than cinematographic; photographic enlargers and reducers",3.17916,-56,2009
151,3001,Glands and other organs,3.16945,190,2009
152,7414,Endless bands of copper wire for machinery,3.16009,525,2009
153,8451,"Machinery for washing, cleaning or drying fabrics",3.155,118,2009
154,2916,Unsaturated acyclic monocarboxylic acids,3.14427,50,2009
155,8508,Vacuum cleaners,3.1387,-5,2009
156,7302,Railway or tramway track construction material of iron or steel,3.13334,70,2009
157,8433,Harvesting or agricultural machinery,3.12083,-43,2009
158,8448,Auxiliary machinery for use with knitting and textile machines,3.1206,-67,2009
159,8803,Parts of goods of other aircraft,3.11335,346,2009
160,8454,"Converters, ladles and casting machines used in metallurgy",3.10154,69,2009
161,7211,"Hot box roll iron or non-alloy steel, flat, w 150-600mm, t >4mm, myp>35",3.10099,81,2009
162,8425,Pulley tackle and hoists; winches and capstans; jacks,3.09078,20,2009
163,3914,Ion-exchangers based on natural and ethylene polymers,3.08993,-14,2009
164,8205,Hand tools (including glass cutters) not elsewhere specified,3.08945,-48,2009
165,8523,"Storage devices, smart cards, discs, tapes etc",3.08664,-122,2009
166,2851,"Inorganic compounds, liquid or compressed air",3.08361,263,2009
167,8101,Tungsten (wolfram),3.06877,36,2009
168,8208,Knives and cutting blades for machines,3.06717,-73,2009
169,2914,Ketones and quinones,3.06697,-63,2009
170,7009,Glass mirrors,3.06627,35,2009
171,6804,"Stones for milling, grinding or pulping",3.06295,-51,2009
172,9203,"Harmoniums, pipe organs, etc",3.05065,427,2009
173,2816,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium",3.04889,-116,2009
174,0209,Pig and poultry fat,3.03917,26,2009
175,7322,Radiators for central heating of iron or steel,3.03581,24,2009
176,2842,Other salts of inorganic acids or peroxoacids,3.03241,-5,2009
177,9003,"Frames and mountings for spectacles, goggles or the like",3.01777,-49,2009
178,8707,Vehicle Bodies,3.01627,-6,2009
179,4009,"Tubes, pipes and hoses, of vulcanized rubber",3.0111,-2,2009
180,9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers",3.0058,-5,2009
181,7412,Copper tube or pipe fittings,2.98517,46,2009
182,9612,Typewriter or similar ribbons,2.98284,66,2009
183,7319,"Sewing needles, knitting needles and similar articles of iron or steel",2.97362,342,2009
184,8503,Parts for use with electric generators or converters,2.97243,86,2009
185,7416,Copper springs,2.96673,189,2009
186,7227,"Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel",2.96513,143,2009
187,9405,Lamps and lighting fittings,2.96239,96,2009
188,3903,"Polymers of styrene, in primary forms",2.95886,48,2009
189,8420,Calendering or other rolling machines,2.9502,-130,2009
190,3816,"Refractory cements, mortars",2.9456,7,2009
191,0203,Swine meat,2.94493,25,2009
192,8108,Titanium,2.94285,6,2009
193,9019,Mechano-therapy appliances,2.94037,-49,2009
194,2907,Phenols; phenol-alcohols,2.93249,-156,2009
195,8307,Flexible tubing of base metal with or without fittings,2.93152,420,2009
196,8104,Magnesium,2.92913,238,2009
197,7218,Stainless steel in ingots or other primary forms,2.92783,43,2009
198,8801,"Balloons & dirigibles, gliders etc",2.92752,276,2009
199,8545,Carbon electrodes or other articles of graphite or carbon used for electrical purposes,2.91899,267,2009
200,7110,Platinum,2.90729,-158,2009
201,1002,Rye,2.90655,-58,2009
202,7105,Natural or synthetic precious stone dust or powder,2.89831,-35,2009
203,8709,"Works trucks, self-propelled",2.89176,51,2009
204,7017,"Laboratory, hygienic or pharmaceutical glassware",2.88795,-155,2009
205,9018,"Medical, surgical, dental or vet instruments",2.88621,-44,2009
206,8465,Machine tools for working wood,2.88491,146,2009
207,3909,"Amino-resins, phenolic resins and polyurethanes, in primary forms",2.88408,38,2009
208,3803,Tall oil,2.87719,80,2009
209,6814,Mica articles,2.87636,339,2009
210,8713,Carriages for disabled persons,2.87343,129,2009
211,2926,Nitrile-function compounds,2.86536,-53,2009
212,8450,laundry-type washing machines,2.85773,166,2009
213,8531,Electric sound or visual signaling apparatus,2.85721,49,2009
214,8406,Steam turbines and other vapor turbines,2.85462,-104,2009
215,2908,"Halogenated, sulfonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",2.8531,193,2009
216,8607,Parts of railway locomotives,2.85141,53,2009
217,7406,Copper powders and flakes,2.83275,183,2009
218,7224,Other alloy steel in primary form,2.81667,175,2009
219,9023,"Instruments, apparatus and models, designed for demonstrational purposes",2.81638,81,2009
220,3804,Residual lyes from wood pulp,2.80553,-130,2009
221,5903,Textile fabrics impregnated with plastics,2.80153,-117,2009
222,8417,"Industrial or laboratory furnaces and ovens, including incinerators",2.8006,65,2009
223,8475,Machines for assembling electric lamps,2.78742,21,2009
224,3504,Peptones,2.78236,99,2009
225,2939,Vegetable alkaloids,2.78081,8,2009
226,7111,Platinum clad metals,2.78015,429,2009
227,3204,Synthetic organic coloring matter,2.7694,145,2009
228,2936,Vitamins,2.76612,40,2009
229,8202,"Handsaws, and metal parts thereof",2.74973,-22,2009
230,3823,Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols,2.74745,-73,2009
231,3003,"Medicaments, not packaged",2.74707,44,2009
232,3818,Chemical element/compound wafers doped for electronic,2.74697,-46,2009
233,2932,Heterocyclic compounds with oxygen hetero-atom(s) only,2.74549,27,2009
234,8422,"Dishwashing machines; machinery for cleaning or drying containers; machinery for filling, closing, sealing or labeling containers",2.74535,-150,2009
235,8426,Ships' derricks; cranes,2.74381,-139,2009
236,3404,Artificial and prepared waxes,2.73478,156,2009
237,9001,Optical fibers,2.73469,-42,2009
238,5603,Nonwoven textiles,2.73274,-70,2009
239,2922,Oxygen-function amino-compounds,2.71374,24,2009
240,8207,Interchangeable tools for hand tools,2.70766,-131,2009
241,2941,Antibiotics,2.70454,52,2009
242,8403,Central heating boilers,2.69964,-41,2009
243,9005,"Binoculars, monoculars, other optical telescopes, and mountings",2.69096,-125,2009
244,8509,Electromechanical domestic appliances,2.6889,-74,2009
245,2912,Aldehydes,2.68879,-64,2009
246,5904,Linoleum,2.68482,-110,2009
247,7419,Other articles of copper,2.68408,45,2009
248,4816,Other carbon paper,2.68157,2,2009
249,8455,Metal-rolling mills,2.67959,-66,2009
250,9305,Parts and accessories of military weapons or other arms,2.67055,81,2009
251,9616,Scent sprayers and similar toilet sprayers,2.66541,-30,2009
252,8538,Parts for use with apparatus for protecting electrical circuits,2.66427,-105,2009
253,3912,Cellulose not elsewhere specified,2.6581,-100,2009
254,2827,"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides",2.64802,119,2009
255,9103,Clocks with watch movements,2.64581,-9,2009
256,9020,Other breathing appliances and gas masks,2.63409,-153,2009
257,4809,Carbon paper,2.62369,138,2009
258,3813,Preparations and charges for fire-extinguishers,2.61811,-26,2009
259,2703,Peat,2.60865,15,2009
260,8442,Machinery for making printing components,2.60825,-220,2009
261,8463,"Other machine tools for working metal or cermets, without removal",2.60544,-98,2009
262,8517,Telephones,2.59051,-52,2009
263,8213,"Scissors, tailors/similar shears, blades thereof",2.5887,-11,2009
264,8424,Mechanical appliances for dispersing liquids or powders; fire extinguishers; spray guns; steam or sand blasting machines,2.56647,-50,2009
265,4812,Filter blocks of paper pulp,2.56338,-50,2009
266,2940,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose",2.55068,-74,2009
267,7019,Glass fibers,2.54653,11,2009
268,7007,Safety glass,2.53693,-30,2009
269,8436,"Other agricultural, horticultural, forestry equipment; poultry incubators and brooders",2.52968,-144,2009
270,7109,Gold clad metals,2.52551,-149,2009
271,2813,Sulfides of nonmetals,2.51878,97,2009
272,2906,"Cyclic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives",2.51722,-49,2009
273,3809,Finishing agents for dyeing,2.51561,222,2009
274,8468,"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting",2.50634,89,2009
275,3801,Artificial graphite,2.50495,43,2009
276,4016,Other articles of vulcanized rubber,2.50485,-89,2009
277,7410,Copper foil < 0.15 mm,2.49744,33,2009
278,7229,Wire of other alloy steel,2.49135,43,2009
279,7607,Aluminum foil < 0.2 mm,2.48561,15,2009
280,2706,Tar distilled from coal,2.48057,173,2009
281,8102,Molybdenum,2.46716,38,2009
282,7315,"Chain and parts thereof, of iron or steel",2.46414,-217,2009
283,8405,Producer gas or water gas generators,2.46091,128,2009
284,2837,Cyanides,2.45959,494,2009
285,2823,Titanium oxides,2.45864,1,2009
286,6807,Asphalt,2.45209,196,2009
287,7415,"Nails, tacks, staples and similar articles of copper",2.45052,-99,2009
288,8546,Electrical insulators of any material,2.44605,39,2009
289,4801,Newsprint,2.43932,55,2009
290,2931,Other organo-inorganic compounds,2.43352,-267,2009
291,9029,Revolution counters; speedometers and tachometers,2.43342,5,2009
292,7613,Aluminum containers for compressed or liquefied gas,2.42926,-102,2009
293,3207,Prepared pigments,2.42905,-181,2009
294,2928,Organic derivatives of hydrazine or of hydroxylamine:,2.42355,41,2009
295,8703,Cars,2.42003,-84,2009
296,9010,Equipment for photographic laboratories,2.41952,-233,2009
297,8303,"Armored or reinforced safes, strong-boxes",2.4149,67,2009
298,6906,"Ceramic pipes, conduits, guttering and pipe fittings",2.41383,77,2009
299,3926,Other articles of plastic,2.41303,-35,2009
300,8410,"Hydraulic turbines, water wheels",2.40823,251,2009
301,2919,Phosphoric esters and their salts,2.40059,-170,2009
302,9033,"Parts and accessories for machines, appliances, instruments or apparatus",2.39585,-154,2009
303,8476,Automatic goods-vending machines,2.39528,101,2009
304,8423,Weighing machinery,2.39447,-25,2009
305,3606,Ferrocerium and other pyrophoric alloys,2.39348,-64,2009
306,3905,Other vinyl polymers in primary forms,2.39197,40,2009
307,7307,Tube or pipe fittings of iron or steel,2.38754,-82,2009
308,2618,Granulated slag,2.3811,-13,2009
309,0404,Whey,2.37921,164,2009
310,8302,"Base metal mountings, fittings and similar articles suitable for furniture; base metal hat racks; castors with mountings ",2.37185,60,2009
311,8903,Yachts,2.36353,6,2009
312,4802,"Paper, uncoat, for writing etc, rolls, handmade paper",2.36286,42,2009
313,2918,Carboxylic acids with additional oxygen function,2.35424,47,2009
314,8305,Miscellaneous office goods,2.35079,85,2009
315,2822,Cobalt oxides and hydroxides,2.34998,-9,2009
316,7508,Other articles of nickel,2.3484,112,2009
317,7304,"Tubes, pipes and hollow profiles, seamless, of iron or steel",2.34794,60,2009
318,4010,Conveyor or transmission belts of vulcanized rubber,2.32738,-75,2009
319,8541,"Diodes, transistors, semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells",2.32431,-14,2009
320,8537,Electrical Boards and panels for protecting electrical circuits,2.32401,-55,2009
321,3214,Glaziers' putty,2.32168,-23,2009
322,4911,Other printed matter,2.30936,-65,2009
323,8704,Motor vehicles for transporting goods,2.30132,67,2009
324,9303,Other firearms and similar devices,2.30112,-10,2009
325,1506,"Animal fats, oils",2.29909,-97,2009
326,3921,"Other plastic plates, sheets, film, foil and strip",2.29765,39,2009
327,7326,Other articles of iron or steel,2.28807,-11,2009
328,3505,Dextrins and other modified starches,2.28132,-61,2009
329,4805,Other uncoated paper and paperboard,2.2807,60,2009
330,9306,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war",2.27125,-49,2009
331,9702,"Original engravings, prints and lithographs",2.26552,-301,2009
332,9508,"Merry-go-rounds, boat-swings, shooting galleries and other fairground amusements",2.26523,73,2009
333,0408,Egg yolks dried,2.26265,280,2009
334,8540,"Thermionic, cold cathode or photocathode tubes",2.25475,-78,2009
335,2847,Hydrogen peroxide,2.2532,123,2009
336,9107,Time switches with clock or watch movement,2.25208,-140,2009
337,8472,Other office machines,2.24105,-135,2009
338,6815,Stone and other mineral articles,2.23791,11,2009
339,4301,Other raw furskins,2.23598,43,2009
340,8449,Machinery to manufacture or finish felt or nonwovens,2.2281,-109,2009
341,5909,Textile hosepiping and similar tubing,2.2064,-190,2009
342,8526,Radar and radio navigational aid apparatus,2.20213,-180,2009
343,8210,"Hand-operated appliances, food preparation, <10kg",2.18464,128,2009
344,8525,"Transmission apparatus for radio, telephone and TV",2.1806,153,2009
345,8543,Electrical machines and apparatus with individual functions not elsewhere specified,2.16728,39,2009
346,8706,Vehicle chassis fitted with engines,2.16146,-107,2009
347,2303,Starch residues,2.15926,233,2009
348,1105,Potato flour or meal,2.15859,90,2009
349,8602,Other rail locomotives; locomotive tenders,2.15411,168,2009
350,4906,"Plans and drawings for architectural, engineering, industrial, commercial, topographical purposes",2.15299,-65,2009
351,8445,Machines for preparing textile fibers,2.15043,37,2009
352,8464,Machine tools for working stone,2.14839,-222,2009
353,0103,Swine,2.1476,-5,2009
354,8471,Automatic data processing machines,2.14672,13,2009
355,5704,Carpets of felt,2.14538,-125,2009
356,3304,Beauty or make-up preparations,2.12605,200,2009
357,9302,Revolvers and pistols,2.11781,-37,2009
358,4705,Semichemical woodpulp,2.11779,175,2009
359,7503,Nickel waste and scrap,2.11057,326,2009
360,8533,Electrical resistors,2.10928,-71,2009
361,8432,"Agricultural, forestry machinery for soil preparation",2.10842,-39,2009
362,7228,"hollow drill bars and rods, of alloy or non-alloy steel",2.0976,75,2009
363,3208,"Paints and varnishes, nonaqueous",2.09484,-26,2009
364,7324,Sanitary ware and parts of iron or steel,2.08628,-115,2009
365,8711,Motorcycles,2.08083,-85,2009
366,2845,Isotopes not elsewhere specified,2.07642,90,2009
367,7205,"Powders, of pig iron, spiegeleisen, iron or steel",2.07592,34,2009
368,4008,"Plates, sheets, strip, rods and profile shapes, of vulcanized rubber",2.07428,-7,2009
369,7616,Other articles of aluminum,2.07066,25,2009
370,9608,Pens,2.06991,159,2009
371,8204,Hand-operated spanners and wrenches,2.06574,-226,2009
372,3502,Albumins (water soluble proteins),2.05897,-30,2009
373,4416,"Casks, barrels, vats, tubs of wood",2.04803,-114,2009
374,4814,Wallpaper,2.04766,-165,2009
375,9304,"Arms nes, (spring/air/gas guns, truncheons, etc)",2.03599,-98,2009
376,8103,Tantalum,2.02436,165,2009
377,7312,"Stranded wire, ropes, cables of iron or steel, not electrically insulated",2.02351,35,2009
378,2849,Carbides,2.01881,72,2009
379,9207,Musical instruments amplified electrically,2.01806,-239,2009
380,5907,"Textile fabrics otherwise impregnated, coated or covered",2.00293,50,2009
381,5504,Artificial staple fibers,2.00128,-157,2009
382,8519,Sound recording apparatus,1.99433,-78,2009
383,8431,Parts for use with hoists and excavation machinery,1.98825,-161,2009
384,8434,Milking and dairy machines,1.98814,-131,2009
385,8310,"Sign plates, name plates, address plates and similar plates",1.98552,-70,2009
386,8535,Apparatus protecting electrical circuits for > 1k volts,1.98178,161,2009
387,8473,Parts and accessories for office machines,1.98134,-103,2009
388,8715,"Parts and accessories of motorcycles, bicycles or carriages",1.97439,-62,2009
389,3302,Mixtures of odoriferous substances and mixtures,1.96327,-56,2009
390,2924,Carboxyamide-function compounds,1.96216,31,2009
391,4014,Hygienic or pharmaceutical articles of vulcanized rubber,1.95744,40,2009
392,5404,"Synthetic monofilament, >67 dtex, thickness < 1mm",1.95479,-110,2009
393,1514,"Canola, rape, colza or mustard oil, crude",1.95442,59,2009
394,7005,Float glass,1.95388,70,2009
395,3916,Monofilament,1.95332,-82,2009
396,8505,Electromagnets,1.95211,-258,2009
397,8710,Tanks and other armoured fighting vehicles,1.94954,221,2009
398,4902,"Newspapers, journals and periodicals",1.94765,19,2009
399,9112,Clock cases,1.93261,-28,2009
400,8415,Air conditioners,1.92929,-142,2009
401,9002,"Lenses, prisms, mirrors and other optical elements",1.92843,-15,2009
402,4504,Agglomerated cork,1.92188,105,2009
403,8301,Padlocks of base metal,1.9198,38,2009
404,8402,Steam or other vapor generating boilers,1.91293,177,2009
405,1109,Wheat gluten,1.90832,-60,2009
406,7305,Other tubes and pipes of iron or steel having circular cross section,1.89003,54,2009
407,7608,Aluminum tubes and pipes,1.88571,106,2009
408,3005,"Wadding, gauze and bandages",1.8809,35,2009
409,8511,Electrical ignition or starting equipment,1.88041,-97,2009
410,8446,Looms,1.87127,-23,2009
411,6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods",1.87028,11,2009
412,5507,"Artificial staple fibers, processed",1.85868,132,2009
413,1107,"Malt, not roasted",1.84888,46,2009
414,7610,"Aluminum structures (bridges, towers etc)",1.84827,69,2009
415,9104,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels",1.84709,-75,2009
416,0207,Poultry,1.83787,100,2009
417,8502,Electric generating sets and rotary converters,1.82426,-110,2009
418,2840,Borates; peroxoborates,1.82303,-152,2009
419,7001,Cullet and other scraps of glass,1.82264,149,2009
420,3213,Artists' colors,1.81797,-173,2009
421,8501,Electric motors and generators,1.8147,-11,2009
422,8212,"Razors including safety razors, open blade razors",1.81164,-111,2009
423,8311,"Wire, rods, tubes, plates, electrodes and similar products of base metal",1.81121,-26,2009
424,4411,Fiberboard of wood,1.80674,185,2009
425,4005,Compounded rubber,1.80504,-69,2009
426,8716,Trailers and semi-trailers,1.80485,84,2009
427,3922,"Baths, shower baths, sinks, washbasins, bidets, lavatory pans, seats and covers",1.80329,123,2009
428,8521,Video recording apparatus,1.79361,164,2009
429,3507,Enzymes,1.78851,105,2009
430,4822,"Bobbins, spools, cops of paper pulp",1.78533,78,2009
431,7413,"Stranded wire, cables and similar articles of copper",1.78204,89,2009
432,3819,"Hydraulic brake, transmission fluid <70% petroleum oi",1.77204,90,2009
433,2903,Halogenated derivatives of hydrocarbons,1.76921,-214,2009
434,9114,Other clock or watch parts,1.76763,-102,2009
435,7011,Glass envelopes,1.76418,189,2009
436,7405,Master alloys of copper,1.76212,-202,2009
437,7612,Aluminum cans and similar containers,1.76109,72,2009
438,4704,"Chemical woodpulp, sulfite, not dissolving grade",1.75616,-218,2009
439,8506,Primary cells and primary batteries,1.75368,132,2009
440,8203,"Files, rasps, pliers, pincers, tweezers, metal cutting shears, pipe cutter, and base metal parts thereof",1.7506,137,2009
441,4410,Particle board,1.75042,-26,2009
442,8536,Apparatus protecting electrical circuits for < 1k volts,1.74617,-2,2009
443,2843,Colloidal precious metals; inorganic or organic compounds of precious metals,1.72827,72,2009
444,9301,"Military weapons, other than revolvers, pistols",1.72801,10,2009
445,2832,Sulfites; thiosulfates,1.72472,-54,2009
446,2942,Other organic compounds,1.72443,-137,2009
447,9111,Watch cases and parts,1.72335,-96,2009
448,9106,Time of day recording apparatus and apparatus for measuring,1.72329,-105,2009
449,7208,"Hot rolled iron or non-alloy steel, coil,w >600mm, t >10mm, myp 355 mpa",1.70973,86,2009
450,8802,"Aircraft, spacecraft & launch vehicles",1.70531,370,2009
451,7411,Copper tubes and pipes,1.70034,-123,2009
452,7212,"Flat rolled iron or non-alloy steel, width <600mm, plated with tin",1.69695,-155,2009
453,7006,Glass with edge workings or bent,1.69211,-91,2009
454,7118,Coin,1.68556,251,2009
455,8211,"Sets of different knives, cutlery sets",1.68223,81,2009
456,5005,Yarn from silk waste,1.68132,172,2009
457,0210,Preserved meat,1.66959,-55,2009
458,7020,Other articles of glass,1.66774,-31,2009
459,8469,Typewriters other than printing machinery,1.64802,307,2009
460,8504,Electrical transformers,1.63916,-12,2009
461,2821,Iron oxides and hydroxides,1.63393,271,2009
462,4823,"Other paper, paperboard cut to size or shape",1.63375,75,2009
463,8532,Electrical capacitors,1.63285,15,2009
464,1601,Sausages,1.63022,64,2009
465,8542,Electronic integrated circuits,1.62852,23,2009
466,8474,"Machinery for working earth, stone, and other mineral substances",1.62567,-128,2009
467,7905,"Zinc plates, sheets, strip and foil",1.62203,128,2009
468,7013,Glassware for interior decorative use,1.62119,91,2009
469,7502,Nickel unwrought,1.61704,21,2009
470,4807,Composite paper and paperboard,1.61498,-171,2009
471,2909,Ethers,1.60721,47,2009
472,6506,Other headgear,1.60705,13,2009
473,3913,Natural polymers,1.60472,-170,2009
474,3307,Shaving products,1.60431,-65,2009
475,4011,"New pneumatic tires, of rubber",1.59643,-42,2009
476,2927,"Diazo-, azo- or azoxy-compounds:",1.59025,-140,2009
477,5605,Metallised yarn,1.58796,-71,2009
478,0403,Fermented milk and cream products,1.5797,-8,2009
479,3920,"Other not reinforced plastic plates, sheets, film, foil and strip",1.57836,-72,2009
480,8516,Electric instantaneous or storage water heaters,1.57656,32,2009
481,9209,Parts and accessories of musical instruments,1.57526,-226,2009
482,4702,"Chemical woodpulp, dissolving grade",1.57314,-47,2009
483,8443,Printers and copying machines,1.57216,-80,2009
484,4901,"Printed books, brochures, leaflets and similar printed matter",1.57027,158,2009
485,7904,"Zinc bars, rods, profiles and wire",1.57025,53,2009
486,3811,Anti-knock,1.56967,-185,2009
487,5113,Woven fabrics of coarse animal hair or of horsehair,1.56329,-107,2009
488,9706,Antiques older than one hundred years,1.56254,238,2009
489,8308,"Clasps, frames with clasps, buckles, hooks, and the like of base metal used for clothing, footwear, awnings, handbags",1.5455,-73,2009
490,8412,Other engines and motors,1.54398,-407,2009
491,3904,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",1.52821,-55,2009
492,2825,"Hydrazine and hydroxylamine, inorganic salts",1.52565,114,2009
493,1806,"Cocoa powder, sweetened",1.52404,7,2009
494,2830,Sulfides; polysulfides,1.52387,157,2009
495,8002,Tin waste and scrap,1.51544,-76,2009
496,4110,Waste of leather,1.51421,260,2009
497,7907,Other articles of zinc,1.50716,73,2009
498,3501,Casein,1.49786,-37,2009
499,8404,Auxiliary plant for use with boilers; condensers for steam or other vapor power units,1.49779,-101,2009
500,8206,"Tools of two or more types of hand tools, for retail sale",1.48829,-31,2009
501,3506,Glues and adhesives,1.48532,-228,2009
502,5602,Felt,1.47132,1,2009
503,7409,"Copper plates, sheets and strip > 0.15 mm",1.46729,-19,2009
504,1003,Barley,1.46116,266,2009
